Make,Risk Score,Injury Rate,Survival Rate,Total Person
apco,1.0,0.5,0.5,2
apex aircraft,1.0,0.0,0.0,1
apollo north america inc,1.0,0.0,0.0,2
applebay,1.0,0.0,0.0,1
appleby,1.0,0.0,0.0,1
applegate,1.0,0.0,0.0,1
arctic aircraft co inc,1.0,0.0,0.0,2
american air racing ltd,1.0,0.0,0.0,1
amature built,1.0,0.0,0.0,1
amateur built aircraft,1.0,0.0,0.0,3
allensworth,1.0,0.0,0.0,1
akers douglas,1.0,0.0,0.0,1
akins,1.0,0.0,0.0,1
akro tech aviation inc. giles,1.0,0.0,0.0,1
al white,1.0,0.0,0.0,1
alexander,1.0,0.0,0.0,4
alexander thomas p,1.0,0.0,0.0,1
allen d. potts,1.0,0.5,0.5,2
alleva,1.0,0.0,0.0,2
alvin d. campbell,1.0,0.0,0.0,2
alliant,1.0,0.5,0.5,2
alliant aviation,1.0,0.0,0.0,1
"allied ag cat productions, inc",1.0,0.0,0.0,1
alon aircoupe,1.0,0.0,0.0,2
alpi aviation,1.0,0.0,0.0,2
althouse,1.0,0.0,0.0,2
alvarez marvin r,1.0,0.5,0.5,2
bertone,1.0,0.0,0.0,1
bertrand/warner,1.0,0.0,0.0,1
better burn llc/startube div,1.0,0.5,0.5,2
ceridono,1.0,0.0,0.0,1
campbell earl s jr,1.0,0.0,0.0,1
canton,1.0,0.5,0.5,2
cantrell lw,1.0,0.0,0.0,1
capes,1.0,0.0,0.0,1
"capra, salvatore o",1.0,0.0,0.0,1
carlo robert,1.0,0.0,0.0,1
carlton m. cadwell,1.0,0.0,0.0,3
carnes,1.0,0.0,0.0,1
carr bryan,1.0,0.5,0.5,2
carson,1.0,0.0,0.0,2
cartwright h jr/cottrell m,1.0,0.0,0.0,2
case richard l,1.0,0.0,0.0,1
casten,1.0,0.0,0.0,1
cathaway,1.0,0.0,0.0,1
caughran terry,1.0,0.0,0.0,1
ccx-2000-0081 llc,1.0,0.5,0.5,2
cecil,1.0,0.0,0.0,1
cameron ballon,1.0,0.3333333333333333,0.3333333333333333,3
camair,1.0,0.0,0.0,1
calypso,1.0,0.0,0.0,1
burton/boyton,1.0,0.0,0.0,1
buesing,1.0,0.0,0.0,2
bull,1.0,0.0,0.0,1
bumford,1.0,0.0,0.0,1
burke-parker,1.0,0.0,0.0,1
burkholder jimmy c,1.0,0.0,0.0,2
burleigh,1.0,0.0,0.0,1
burson,1.0,0.0,0.0,1
busby,1.0,0.0,0.0,2
caldwell,1.0,0.0,0.0,1
bushmaster,1.0,0.5,0.5,2
buss,1.0,0.5,0.5,2
bussey,1.0,0.0,0.0,2
butzbach,1.0,0.0,0.0,1
c. eff,1.0,0.0,0.0,1
c.b. withun,1.0,0.0,0.0,1
cable-breigler,1.0,0.0,0.0,1
center charles c,1.0,0.0,0.0,2
cessna aircraft co.,1.0,0.0,0.0,1
bhi h60 helicopters llc,1.0,0.0,0.0,4
cessna reems,1.0,0.25,0.25,4
christiansen don e do,1.0,0.5,0.5,2
cirrus design,1.0,0.0,0.0,7
cismowski,1.0,0.0,0.0,2
clabaugh robert r,1.0,0.0,0.0,1
clatanoff,1.0,0.0,0.0,1
clatti,1.0,0.0,0.0,1
claus rodney l,1.0,0.0,0.0,2
claxton,1.0,0.0,0.0,1
clifford,1.0,0.0,0.0,1
cocchi,1.0,0.0,0.0,1
cocchiarella,1.0,0.5,0.5,2
coen,1.0,0.0,0.0,1
collier,1.0,0.0,0.0,1
collins charles a,1.0,0.0,0.0,2
colt balloons,1.0,0.2857142857142857,0.2857142857142857,7
columbia helicopters,1.0,0.0,0.0,2
colyaer sl,1.0,0.0,0.0,4
christian ind.,1.0,0.0,0.0,2
christer,1.0,0.5,0.5,2
christensen steve,1.0,0.0,0.0,3
chappel,1.0,0.0,0.0,1
cessna reims,1.0,0.0,0.0,1
cessna robertson,1.0,0.0,0.0,3
cessna skyhawk ii,1.0,0.0,0.0,2
cessna wren,1.0,0.0,0.0,4
chamberlain,1.0,0.0,0.0,3
chamberlain gerald,1.0,0.0,0.0,1
chambers,1.0,0.0,0.0,1
chard,1.0,0.0,0.0,1
christen/walter,1.0,0.0,0.0,2
charland,1.0,0.0,0.0,1
"charles raucci, jr.",1.0,0.5,0.5,2
chech aircraft works spol sro,1.0,0.0,0.0,1
cherry,1.0,0.0,0.0,1
chester,1.0,0.0,0.0,2
chris mitchell,1.0,0.0,0.0,1
christavia,1.0,0.0,0.0,1
budd,1.0,0.0,0.0,1
buckeye powered parachutes inc,1.0,0.0,0.0,1
bucker-jungmann,1.0,0.0,0.0,1
bucker jungmeister,1.0,0.0,0.0,1
blue side up inc,1.0,0.0,0.0,2
blum matthew,1.0,0.0,0.0,1
boatright waylon,1.0,0.4,0.4,5
bobby wayne watkins,1.0,0.0,0.0,1
boeing-stearman,1.0,0.0,0.0,2
boeing-vertol,1.0,0.0,0.0,7
boeve earl,1.0,0.0,0.0,1
boland/poe,1.0,0.0,0.0,1
bolkow,1.0,0.0,0.0,3
bollinger robert l,1.0,0.0,0.0,1
bond neal o,1.0,0.0,0.0,1
bonde,1.0,0.0,0.0,1
bordiuk,1.0,0.0,0.0,2
bosonetto,1.0,0.0,0.0,2
bourgeois-avid flyer,1.0,0.0,0.0,1
bowen christopher w,1.0,0.0,0.0,1
bowen-powell,1.0,0.0,0.0,1
bloodworth,1.0,0.0,0.0,1
blondin,1.0,0.0,0.0,2
blevins kamron,1.0,0.0,0.0,1
bishop,1.0,0.0,0.0,1
biesemeier david i,1.0,0.0,0.0,1
bihn,1.0,0.0,0.0,1
bill parson,1.0,0.0,0.0,2
billings/white,1.0,0.0,0.0,2
binkley richard,1.0,0.0,0.0,1
bins tom,1.0,0.5,0.5,2
birx,1.0,0.0,0.0,2
bishop-christian,1.0,0.0,0.0,1
blevens gary,1.0,0.0,0.0,1
bitton/sport flight aviation,1.0,0.0,0.0,1
blackburn john d. jr.,1.0,0.0,0.0,1
blackmore,1.0,0.0,0.0,1
blackshape,1.0,0.0,0.0,2
blanco,1.0,0.0,0.0,1
blanton,1.0,0.0,0.0,1
blatter-pitts,1.0,0.0,0.0,1
bowers flybaby,1.0,0.0,0.0,2
bowie richard,1.0,0.0,0.0,1
bowles chris,1.0,0.5,0.5,2
bruce,1.0,0.0,0.0,1
brown robert k,1.0,0.0,0.0,1
brown thomas e,1.0,0.5,0.5,2
"brown, r. m. jr.",1.0,0.0,0.0,1
browning gregory s,1.0,0.0,0.0,1
broyill-cowan-murray,1.0,0.0,0.0,1
broyles,1.0,0.0,0.0,1
brubaker,1.0,0.0,0.0,1
bruce mckinney,1.0,0.0,0.0,2
brook aaron d,1.0,0.0,0.0,3
bruce r prouse,1.0,0.0,0.0,1
bruce tifft,1.0,0.0,0.0,2
bruct j myers,1.0,0.0,0.0,1
brumwell,1.0,0.0,0.0,2
brupbacher chris,1.0,0.0,0.0,2
bryant c crosby,1.0,0.0,0.0,1
buccaneer,1.0,0.0,0.0,1
brown joseph b jr,1.0,0.0,0.0,2
bronner,1.0,0.5,0.5,2
bowman,1.0,0.0,0.0,1
brault,1.0,0.0,0.0,1
br legend llc,1.0,0.0,0.0,1
brackett and peltz,1.0,0.0,0.0,1
bradford,1.0,0.0,0.0,1
bradshaw / mccauley,1.0,0.0,0.0,1
brantley,1.0,0.0,0.0,1
bratton,1.0,0.0,0.0,1
brauch,1.0,0.0,0.0,2
brenholt larry r,1.0,0.0,0.0,1
brm aero,1.0,0.0,0.0,3
brewster,1.0,0.25,0.25,3
brian p north,1.0,0.0,0.0,1
brice ron,1.0,0.0,0.0,1
briegleb,1.0,0.0,0.0,2
brinkerhuff gerald g,1.0,0.0,0.0,1
brisendine,1.0,0.0,0.0,1
british aircraft corp,1.0,0.0,0.0,1
harbaugh john t,1.0,0.0,0.0,1
zubair s khan,1.0,0.0,0.0,1
hardesty/hays quickie,1.0,0.0,0.0,1
mason,1.0,0.0,0.0,2
master donald c,1.0,0.0,0.0,1
matey,1.0,0.0,0.0,1
mauck,1.0,0.0,0.0,1
maupin,1.0,0.0,0.0,1
maxair aircraft corp.,1.0,0.0,0.0,1
maxfly inc/mckay wm,1.0,0.5,0.5,2
mayo,1.0,0.0,0.0,2
mbb-bolkow,1.0,0.0,0.0,3
mcclanahan,1.0,0.5,0.5,2
mcclary,1.0,0.0,0.0,1
mcclellan j. grote,1.0,0.0,0.0,1
mcclintic-piercie,1.0,0.0,0.0,1
mccomb,1.0,0.0,0.0,2
mccorkle robert b,1.0,0.0,0.0,1
mccrary bobby c jr,1.0,0.5,0.5,2
mcculley ronald,1.0,0.5,0.5,2
mcdaniel,1.0,0.0,0.0,2
mason hal j,1.0,0.0,0.0,1
mascola,1.0,0.0,0.0,1
krugler,1.0,0.0,0.0,1
marvin e. eubanks,1.0,0.0,0.0,1
mankovich,1.0,0.0,0.0,1
mannon-underwood,1.0,0.0,0.0,1
manta,1.0,0.0,0.0,1
manweiller,1.0,0.0,0.0,2
manzitto michael a,1.0,0.0,0.0,1
mapes,1.0,0.5,0.5,2
marcy,1.0,0.0,0.0,1
mareik-bensen,1.0,0.0,0.0,1
mark coby,1.0,0.0,0.0,1
mark ewart,1.0,0.0,0.0,4
marlow hilyard,1.0,0.5,0.5,2
marrone,1.0,0.0,0.0,1
marsh aviation,1.0,0.0,0.0,1
marsh-turner,1.0,0.0,0.0,1
marshall james j,1.0,0.0,0.0,1
martel,1.0,0.0,0.0,1
martin company,1.0,0.0,0.0,8
mcentee,1.0,0.0,0.0,1
mcfarland bill,1.0,0.0,0.0,1
mcgrath robert f,1.0,0.0,0.0,1
mcguire,1.0,0.5,0.5,2
meyer fred j,1.0,0.0,0.0,1
michael c. quigley,1.0,0.0,0.0,1
michael d. mansfield,1.0,0.0,0.0,2
michael s. logan,1.0,0.0,0.0,1
michael s/michael k,1.0,0.5,0.5,2
michael v cranford,1.0,0.0,0.0,1
michael w. campbell,1.0,0.0,0.0,1
michaelian,1.0,0.0,0.0,1
mickelson,1.0,0.0,0.0,1
midget mustang,1.0,0.0,0.0,1
miller air sports,1.0,0.0,0.0,1
miller charles w,1.0,0.0,0.0,1
miller j kirtley,1.0,0.0,0.0,1
miller raymond a,1.0,0.0,0.0,1
miller-thorp,1.0,0.5,0.5,2
milliken,1.0,0.0,0.0,1
mills michael,1.0,0.0,0.0,1
meyer clair o,1.0,0.0,0.0,1
meyer,1.0,0.0,0.0,4
messerschmitt-bolkow-blohm,1.0,0.0,0.0,4
mcmurtrie,1.0,0.0,0.0,1
mchenry george b jr,1.0,0.0,0.0,1
mchugh tony,1.0,0.0,0.0,1
mckenna james e,1.0,0.0,0.0,1
mckenzie,1.0,0.0,0.0,3
mclarty,1.0,0.0,0.0,2
mcleod alan,1.0,0.0,0.0,1
mcmurray david c,1.0,0.0,0.0,1
mcnear,1.0,0.0,0.0,1
merritt leslie r,1.0,0.5,0.5,2
mcrae,1.0,0.0,0.0,2
mcwhorter,1.0,0.0,0.0,1
md helicopters inc,1.0,0.08333333333333333,0.08333333333333333,8
mead,1.0,0.25,0.25,3
mercer,1.0,0.0,0.0,1
mercury,1.0,0.0,0.0,2
meriwether jon,1.0,0.0,0.0,1
malone,1.0,0.0,0.0,1
mallian,1.0,0.0,0.0,1
makela,1.0,0.0,0.0,2
lessel,1.0,0.0,0.0,1
larry schindler,1.0,0.0,0.0,1
larsen charles bennett,1.0,0.0,0.0,1
larson ken w,1.0,0.0,0.0,2
larson smith miniplane,1.0,0.0,0.0,1
laseure,1.0,0.0,0.0,1
lattimore-dwyer,1.0,0.5,0.5,2
laux pitts,1.0,0.0,0.0,1
lavender alan p,1.0,0.0,0.0,1
lavia argentina,1.0,0.0,0.0,1
lawrence h. macey,1.0,0.0,0.0,1
lawson ronald s,1.0,0.5,0.5,2
layson stanley b,1.0,0.0,0.0,1
league,1.0,0.0,0.0,2
lee paul,1.0,0.0,0.0,1
lee stevens,1.0,0.0,0.0,1
legacy,1.0,0.0,0.0,2
lehman/jerrell,1.0,0.0,0.0,2
larry r. kinsey,1.0,0.0,0.0,1
larry ketterling,1.0,0.0,0.0,1
lardas,1.0,0.0,0.0,1
lampman,1.0,0.0,0.0,2
kurzenburger stuka,1.0,0.0,0.0,1
lafrance v-witt,1.0,0.0,0.0,1
lagatore,1.0,0.0,0.0,1
lakeland ultralites inc.,1.0,0.0,0.0,2
lamb,1.0,0.0,0.0,2
lamb (vans),1.0,0.0,0.0,1
lambert john g,1.0,0.0,0.0,1
lance m hooley,1.0,0.0,0.0,1
lantzair flyers inc,1.0,0.0,0.0,2
lanceair,1.0,0.0,0.0,1
langerud,1.0,0.0,0.0,1
"langston, frederick l",1.0,0.0,0.0,1
lanham,1.0,0.0,0.0,2
lanier,1.0,0.0,0.0,1
lanier james a,1.0,0.0,0.0,1
lankenau,1.0,0.5,0.5,2
leslie briggs,1.0,0.0,0.0,2
leveck,1.0,0.0,0.0,1
mahon paul d,1.0,0.5,0.5,2
lewis-pexton,1.0,0.0,0.0,2
lorello,1.0,0.0,0.0,1
louis amato,1.0,0.0,0.0,1
lowe/bensen,1.0,0.0,0.0,1
lowerre bruce t,1.0,0.0,0.0,1
lucas d e/ lucas k a,1.0,0.0,0.0,1
luciano edison,1.0,0.0,0.0,1
luhnau,1.0,0.0,0.0,1
lunceford,1.0,0.0,0.0,1
lunn (vans),1.0,0.0,0.0,2
lutz,1.0,0.0,0.0,2
m2,1.0,0.0,0.0,2
m7 aerospace llc,1.0,0.0,0.0,5
mace,1.0,0.0,0.0,1
macleod,1.0,0.0,0.0,1
madsen,1.0,0.25,0.25,3
maggs,1.0,0.0,0.0,1
magnus aircraft llc,1.0,0.0,0.0,1
loranger,1.0,0.0,0.0,1
loral corp.,1.0,0.5,0.5,2
lopez lancair,1.0,0.0,0.0,1
lindberg,1.0,0.0,0.0,2
lewis-starduster,1.0,0.0,0.0,1
"lgs aviation, inc.",1.0,0.0,0.0,1
liberty,1.0,0.0,0.0,2
liberty aerospace,1.0,0.0,0.0,3
liberty aerospace incorporate,1.0,0.0,0.0,2
hargett,1.0,0.0,0.0,1
lien,1.0,0.0,0.0,1
link-johnson-chessman,1.0,0.0,0.0,1
lonnie w. ratliff,1.0,0.0,0.0,1
lipscomb,1.0,0.0,0.0,1
litchford,1.0,0.0,0.0,1
little eagle,1.0,0.0,0.0,4
livpt inc,1.0,0.0,0.0,2
lockwood aircraft corp,1.0,0.0,0.0,1
"logan, b.a.",1.0,0.0,0.0,1
longtin,1.0,0.0,0.0,1
miltenberger,1.0,0.5,0.5,2
minkler,1.0,0.0,0.0,1
mitchell harvey,1.0,0.5,0.5,2
paulbicke,1.0,0.0,0.0,1
padelt,1.0,0.3333333333333333,0.3333333333333333,3
pahnke vernon a,1.0,0.5,0.5,2
paiement,1.0,0.0,0.0,1
painton,1.0,0.0,0.0,1
panaplane,1.0,0.0,0.0,1
pank,1.0,0.0,0.0,1
"papa 51 ltd., co.",1.0,0.0,0.0,2
parachute icarus,1.0,0.0,0.0,1
parker warren,1.0,0.0,0.0,1
parkman,1.0,0.0,0.0,1
parrigin,1.0,0.0,0.0,1
parson,1.0,0.0,0.0,1
partenavia spa,1.0,0.0,0.0,3
"pasporello, j.f.",1.0,0.0,0.0,1
passonno,1.0,0.0,0.0,1
patalivo,1.0,0.0,0.0,1
patch dan f,1.0,0.0,0.0,1
packard/squire,1.0,0.0,0.0,1
pacific aviation composites,1.0,0.0,0.0,2
pacific aerospace corp,1.0,0.0,0.0,1
oliver,1.0,0.0,0.0,1
noteman,1.0,0.5,0.5,2
nye,1.0,0.0,0.0,1
o'dell,1.0,0.0,0.0,1
o'neil,1.0,0.0,0.0,1
oden weldon pat,1.0,0.0,0.0,1
ofria,1.0,0.0,0.0,2
ohlgren,1.0,0.0,0.0,2
oliver joseph,1.0,0.0,0.0,1
p. d. chambers,1.0,0.0,0.0,2
olsen-gordon,1.0,0.0,0.0,1
oo-culley,1.0,0.0,0.0,1
opperman,1.0,0.0,0.0,2
opus motorsports llc,1.0,0.0,0.0,1
osprey 2,1.0,0.0,0.0,1
ostertag walter g,1.0,0.5,0.5,2
otis,1.0,0.0,0.0,2
paul e. conner,1.0,0.0,0.0,1
paulick,1.0,0.0,0.0,1
northam,1.0,0.0,0.0,1
paulistinha  56-c1,1.0,0.0,0.0,2
pilatus britten-norman,1.0,0.0,0.0,4
pinick,1.0,0.0,0.0,1
piotrowski,1.0,0.0,0.0,1
piper aerostar,1.0,0.0,0.0,2
piper aircraft,1.0,0.0,0.0,10
piper pawnee,1.0,0.0,0.0,1
pipistrel italia srl,1.0,0.0,0.0,1
pitcher,1.0,0.0,0.0,1
pitts spl.,1.0,0.0,0.0,1
playmate,1.0,0.25,0.25,3
poberezny,1.0,0.0,0.0,2
poe g l/poe s y,1.0,0.0,0.0,1
polaris,1.0,0.0,0.0,2
poling,1.0,0.0,0.0,1
polit,1.0,0.0,0.0,1
polliwagen,1.0,0.0,0.0,1
polliwagen inc.,1.0,0.0,0.0,2
"pierce, henry",1.0,0.0,0.0,2
piasecki/pike,1.0,0.0,0.0,3
piaggio,1.0,0.5,0.5,2
peryera arnet,1.0,0.0,0.0,2
pavel,1.0,0.0,0.0,1
payne,1.0,0.0,0.0,1
pearson jon m,1.0,0.0,0.0,1
pecchio,1.0,0.0,0.0,1
peck norman o,1.0,0.0,0.0,1
pederson,1.0,0.0,0.0,1
perkins,1.0,0.0,0.0,2
pestes,1.0,0.0,0.0,1
phillips william l,1.0,0.0,0.0,1
peters,1.0,0.0,0.0,1
peterson allen l,1.0,0.0,0.0,1
peterson lancair,1.0,0.0,0.0,1
petrus david wayne,1.0,0.0,0.0,2
petz,1.0,0.0,0.0,1
pfeifler,1.0,0.0,0.0,1
phaneuf,1.0,0.0,0.0,1
norton,1.0,0.0,0.0,1
north wing uum inc.,1.0,0.0,0.0,1
mitchell ronald a,1.0,0.0,0.0,2
murdock/gates/field,1.0,0.0,0.0,1
morgan t. melton,1.0,0.0,0.0,1
moriarty marvin,1.0,0.0,0.0,1
morphew,1.0,0.0,0.0,2
morris george,1.0,0.0,0.0,2
morrison marvin e jr,1.0,0.0,0.0,2
morrison-keitel,1.0,0.0,0.0,1
morrow,1.0,0.0,0.0,1
moseler,1.0,0.0,0.0,1
moser georg,1.0,0.0,0.0,2
motley vans,1.0,0.0,0.0,1
mottier,1.0,0.0,0.0,1
moyes,1.0,0.0,0.0,2
moyes b/bailey b,1.0,0.0,0.0,1
moynihan richard d,1.0,0.0,0.0,1
mudry,1.0,0.0,0.0,1
mumm,1.0,0.0,0.0,2
munson,1.0,0.0,0.0,2
morelli,1.0,0.0,0.0,1
morane-saulnier,1.0,0.0,0.0,6
moore-van,1.0,0.0,0.0,1
monroe dennis,1.0,0.0,0.0,2
mize donald,1.0,0.0,0.0,1
mockler,1.0,0.0,0.0,1
mocock,1.0,0.0,0.0,1
monard,1.0,0.0,0.0,1
monett,1.0,0.0,0.0,1
monnett - larsen,1.0,0.0,0.0,1
monnett john t jr,1.0,0.0,0.0,2
monroig pedro j,1.0,0.0,0.0,1
moore sammie,1.0,0.0,0.0,1
montgomery,1.0,0.0,0.0,1
moon,1.0,0.0,0.0,1
mooney aircraft corporation,1.0,0.0,0.0,2
moore bell,1.0,0.0,0.0,1
moore edward r,1.0,0.0,0.0,1
moore glenn,1.0,0.0,0.0,1
moore joseph o,1.0,0.0,0.0,2
munson roger j,1.0,0.0,0.0,1
murphey,1.0,0.0,0.0,1
north wing design,1.0,0.0,0.0,1
murray blair l,1.0,0.0,0.0,1
newcomer,1.0,0.0,0.0,2
"newgent, barry",1.0,0.0,0.0,2
nichols,1.0,0.0,0.0,1
"nichols rans, inc.",1.0,0.0,0.0,1
nickelson martin,1.0,0.0,0.0,1
nicks,1.0,0.0,0.0,1
nicolosi,1.0,0.0,0.0,1
niedzielski,1.0,0.0,0.0,1
niva,1.0,0.0,0.0,2
no american/rogers b l,1.0,0.0,0.0,1
nolan,1.0,0.0,0.0,1
nolen,1.0,0.0,0.0,1
noles vance l,1.0,0.0,0.0,1
norris,1.0,0.0,0.0,1
north american rockwell corp.,1.0,0.0,0.0,3
north american-aero classics,1.0,0.0,0.0,2
north american/aero classics,1.0,0.0,0.0,6
new glasair,1.0,0.5,0.5,2
neumann-everett,1.0,0.0,0.0,1
nesmith,1.0,0.5,0.5,2
nappi tito c,1.0,0.0,0.0,1
murrayair,1.0,0.0,0.0,1
musick,1.0,0.0,0.0,1
musick/terratorn,1.0,0.0,0.0,1
mustang,1.0,0.0,0.0,7
mxr technologies,1.0,0.0,0.0,4
nadig paul k,1.0,0.0,0.0,2
nagel,1.0,0.0,0.0,1
nasdalla,1.0,0.0,0.0,1
nephew alan h,1.0,0.5,0.5,2
national ballooning ltd,1.0,0.6666666666666666,0.6666666666666666,6
nauer,1.0,0.0,0.0,2
nbb inc,1.0,0.0,0.0,1
neal,1.0,0.0,0.0,2
neefjes,1.0,0.0,0.0,1
neff,1.0,0.5,0.5,2
nelsen-david,1.0,0.0,0.0,1
kundel,1.0,0.0,0.0,1
lidster,1.0,0.0,0.0,1
iversen,1.0,0.0,0.0,3
herde,1.0,0.0,0.0,1
james b. taplin,1.0,0.0,0.0,2
herpst,1.0,0.0,0.0,2
heronimus kevin a,1.0,0.0,0.0,1
hernandez,1.0,0.0,0.0,2
hermann bjorn,1.0,0.0,0.0,1
herink h r/herink r w,1.0,0.0,0.0,1
james cote,1.0,0.0,0.0,1
james olivier,1.0,0.0,0.0,1
herbert w. ross,1.0,0.0,0.0,2
james d. riehm,1.0,0.0,0.0,1
james donald baker,1.0,0.0,0.0,1
james e causey,1.0,0.0,0.0,2
henry,1.0,0.0,0.0,2
james o'bert,1.0,0.0,0.0,1
james b. edwards,1.0,0.0,0.0,1
jahns,1.0,0.0,0.0,1
jahnke lionel g,1.0,0.0,0.0,1
herrin,1.0,0.0,0.0,1
hickey,1.0,0.0,0.0,1
hickox andy,1.0,0.0,0.0,1
hicks/mervin,1.0,0.0,0.0,1
jacques j. mistrot,1.0,0.0,0.0,1
jacobs,1.0,0.0,0.0,1
hight smaragd,1.0,0.0,0.0,2
jacob tussel,1.0,0.0,0.0,1
jackson dennis,1.0,0.0,0.0,2
jack thomas,1.0,0.0,0.0,1
jack mcdaniel,1.0,0.5,0.5,2
"jabiru usa sport aircraft, llc",1.0,0.0,0.0,1
j and j,1.0,0.0,0.0,1
ives,1.0,0.0,0.0,1
hendrickson,1.0,0.0,0.0,1
james walter,1.0,0.0,0.0,1
krueter,1.0,0.0,0.0,1
jewett,1.0,0.5,0.5,2
heibel,1.0,0.0,0.0,1
hefty,1.0,0.0,0.0,1
jetprop dlx piper,1.0,0.0,0.0,2
hefner pitts,1.0,0.0,0.0,1
hedge,1.0,0.0,0.0,1
jett,1.0,0.0,0.0,1
hebert peter j,1.0,0.0,0.0,2
jansen,1.0,0.0,0.0,1
heberlein ronald,1.0,0.0,0.0,1
heal,1.0,0.0,0.0,1
jihlavan airplanes sro,1.0,0.0,0.0,2
hazen,1.0,0.0,0.0,1
hazelrige,1.0,0.5,0.5,4
hayes,1.0,0.0,0.0,2
heilig-reading,1.0,0.0,0.0,1
jesse saint/troy townsend/etha,1.0,0.5,0.5,2
jesse knight,1.0,0.0,0.0,1
jerry d. fish,1.0,0.0,0.0,1
heldeberg design,1.0,0.5,0.5,2
heliotech,1.0,0.5,0.5,2
jerome dodge,1.0,0.0,0.0,1
jere l. rosser,1.0,0.0,0.0,1
hemp timothy,1.0,0.0,0.0,2
henderson w a/johnson w l,1.0,0.0,0.0,1
jennings john c,1.0,0.0,0.0,1
jeffko,1.0,0.0,0.0,1
jeff pierson,1.0,0.0,0.0,1
jdt mini-max llc,1.0,0.0,0.0,1
jdt,1.0,0.0,0.0,1
javelin aircraft,1.0,0.0,0.0,2
jarrell,1.0,0.0,0.0,1
hildebrand,1.0,0.0,0.0,2
ivan langston,1.0,0.0,0.0,1
jim mckinstry,1.0,0.0,0.0,1
howell,1.0,0.5,0.5,2
houts,1.0,0.5,0.5,2
howard aircraft,1.0,0.0,0.0,1
howard harder,1.0,0.0,0.0,1
howard w. dutton,1.0,0.0,0.0,1
howard william c,1.0,0.0,0.0,1
howe/wilmer,1.0,0.0,0.0,1
howes,1.0,0.0,0.0,1
huber,1.0,0.0,0.0,1
howlett,1.0,0.0,0.0,1
hodson,1.0,0.0,0.0,1
hodges samuel j,1.0,0.5,0.5,2
hoye,1.0,0.0,0.0,2
hocker,1.0,0.0,0.0,1
hph spol sro,1.0,0.0,0.0,1
hoffius stowe,1.0,0.0,0.0,1
hoffman,1.0,0.0,0.0,2
houston,1.0,0.0,0.0,1
houk,1.0,0.5,0.5,2
horner-ryan,1.0,0.0,0.0,2
"hoffman, wolf, flugzeugbau",1.0,0.0,0.0,1
hornbeck,1.0,0.0,0.0,1
hoover david,1.0,0.5,0.5,2
hooper james a,1.0,0.0,0.0,1
hogan,1.0,0.0,0.0,1
holt,1.0,0.0,0.0,3
hogarty,1.0,0.6666666666666666,0.6666666666666666,3
holder,1.0,0.0,0.0,1
holsclaw,1.0,0.0,0.0,1
holmes-salley/starduster too,1.0,0.0,0.0,2
holland mike,1.0,0.0,0.0,2
holland,1.0,0.5,0.5,2
hruby,1.0,0.0,0.0,1
huber hartmut,1.0,0.0,0.0,1
issitt,1.0,0.0,0.0,1
infinity power parachutes,1.0,0.0,0.0,1
icon aircraft inc,1.0,0.0,0.0,3
hing,1.0,0.0,0.0,1
illi,1.0,0.0,0.0,1
hillam scott l,1.0,0.0,0.0,1
independent technologies inc,1.0,0.0,0.0,2
indonesian aerospace,1.0,0.0,0.0,5
ingraham,1.0,0.0,0.0,1
hitchcock,1.0,0.0,0.0,2
hillam,1.0,0.0,0.0,1
innovator,1.0,0.0,0.0,1
interplane s r o,1.0,0.0,0.0,2
intl ultralight,1.0,0.0,0.0,1
irving siewert,1.0,0.0,0.0,1
hildebrant,1.0,0.0,0.0,1
icon,1.0,0.5,0.5,2
"hinshaw, keith t.",1.0,0.0,0.0,1
iai,1.0,0.0,0.0,2
hy-tek,1.0,0.0,0.0,1
hutchinson kenneth a,1.0,0.0,0.0,1
hinton paul m,1.0,0.0,0.0,2
hurley,1.0,0.0,0.0,1
hunsberger,1.0,0.5,0.5,2
humer,1.0,0.0,0.0,1
hughlett,1.0,0.0,0.0,1
hughes cassutt,1.0,0.0,0.0,1
huggles,1.0,0.0,0.0,1
hispano aviacion,1.0,0.25,0.25,7
huffman,1.0,0.0,0.0,1
hudson hiperbipe,1.0,0.0,0.0,1
hudson,1.0,0.0,0.0,4
hisserich nicholas s,1.0,0.0,0.0,1
jilek-smith miniplane,1.0,0.0,0.0,1
heekin,1.0,0.0,0.0,1
"harkness, richard w.",1.0,0.0,0.0,1
kibler-bede,1.0,0.0,0.0,1
kevin eldredge,1.0,0.0,0.0,1
kevin d. yarnevich,1.0,0.0,0.0,1
kertesz,1.0,0.0,0.0,1
harter,1.0,0.0,0.0,1
kenneth west,1.0,0.0,0.0,1
kenneth savidge,1.0,0.0,0.0,1
kenneth roebuck,1.0,0.0,0.0,1
kenneth a berger,1.0,0.0,0.0,1
ken brock mfg. co,1.0,0.0,0.0,1
harleman,1.0,0.0,0.0,1
ken brock,1.0,0.0,0.0,1
kopp robert e,1.0,0.0,0.0,1
kemmeyer,1.0,0.0,0.0,1
jimi youngblood,1.0,0.0,0.0,2
kellums,1.0,0.0,0.0,1
kelley,1.0,0.5,0.5,2
keller,1.0,0.5,0.5,2
hartman,1.0,0.0,0.0,1
hartzell,1.0,0.0,0.0,2
kreatz,1.0,0.0,0.0,2
keithley thomas e,1.0,0.0,0.0,2
keith a smith,1.0,0.0,0.0,1
"kojima, jun lewis",1.0,0.0,0.0,1
keith,1.0,0.0,0.0,2
